timestamp,name,mousePointsCount,avgSpeed,speedStdDev,accelStdDev,jitterCount,angleStd,diffScore,overshootBeforeClick,hoverTime,hesitation,clickLatency,clickOffset,typingStdDev,interActionGapAvg,pageFocusLost,isChecked
1767345374441,kashish,171,0.3628106895670376,0.8822177722043799,0.8261845110761374,50,0.7553135843696551,0.665107462215229,0,1766,37125,819,45.60258579174932,0,0,False,True
1767346449676,BotUser,59,0.15206771036388012,0.13165667599842643,0.058238700091680376,5,1.2264561656800022,1.1283010468512407,0,0,13,0,47.00420544578808,0,0,False,True
1767346544821,kashish,357,0.8121145465586069,1.3409380098055546,0.8462584863632554,77,0.5695593791385722,0.5489750653183724,0,1195,277,758,47.47439509459252,0,0,False,True
1767347135910,Kashish Jaiswal,144,0.8383134651174615,1.669159757596296,1.1550701544631958,54,0.9013865728186989,1.4776944017324163,0,0,53169,0,37.47571649732139,0,0,False,True
1767347142894,Kashish Jaiswal,132,0.7038383469399683,1.6954835896397626,0.8409466963543417,34,0.6367028813702353,1.192788587563054,0,68,5,3269,54.62077561352776,0,0,False,True
1767347163163,Kashish Jaiswal1,425,1.1059698892771992,2.0292072329829307,1.3457733932861484,105,0.735287543629571,0.9512162420346251,0,501,2,4567,42.11276336768007,0,0,False,True
1767347173276,kashish,130,1.0266100889247036,1.4821310648667527,1.1580099237193833,35,0.8375641428975492,1.3660059584608937,0,816,5,517,50.385584000738916,0,0,False,True
1767347181255,Kashish Jaiswal,131,1.2198909811093235,2.47229849465433,1.662335750020034,32,0.6992080789971503,0.9524757210283143,0,40,5,0,57.1978649479149,0,0,False,True
1767347191766,Kashish Jaiswal,151,1.0746970421881452,1.9795212171132237,1.295009487214332,50,0.8136232074813133,0.7676061393581849,0,900,133,711,45.717566724266966,0,0,False,True
1767347226538,Kashish Jaiswal,387,0.7526312241087036,1.7275469487949477,1.0183319917560651,127,0.846331089446151,0.7136694553091278,0,0,161,0,41.205262933788994,0,0,False,True
1767356844481,dhanish,171,0.23063612925824478,0.2918819673174933,0.17286328422851957,68,0.8869458652841934,0.712167554433503,0,3217,588,2395,42.5321615035995,0,0,False,True
1767356944921,kashish,137,0.4444065551119116,1.0700544158303018,0.4574730715865102,49,0.9475934846590961,0.5761673214579986,0,0,87873,0,36.55416621215867,0,0,False,True
1767357284642,kashish,207,0.6038666058641727,1.1107324565460606,0.8558767799479934,60,0.7533366796377071,5.5398812835971905,0,0,437,0,41.45930192768408,0,0,False,True
1767357295758,Kashish,137,0.9299451085745778,1.6717841972468472,1.519197055761905,26,0.5393370678732581,1.7135597990612588,0,0,370,0,44.02317934246966,0,0,False,True
1767357309447,kashsih,142,0.5867750013515974,1.030385567155846,0.6758208986603063,40,0.5621986352933819,1.001464248024759,0,1121,400,743,42.80493709814194,0,0,False,True
1767357320040,Untitled,152,0.5555583674516347,1.2110013635667993,0.5712358461521879,54,0.9017873289672945,0.5187643301817914,0,1017,283,761,47.47439509459252,0,0,False,True
1767357393550,ashsihs,338,0.9466863044902672,1.4844592776287775,0.9933302424349905,79,0.657146379879573,1.5168755401474352,0,0,313,0,45.023281580751295,0,0,False,True
1767357412201,Kashish Jaiswal1,128,0.9488508097767113,2.0914890836322195,1.136336979203963,48,0.8814125102554478,0.8977054477053131,0,763,150,389,36.98402634727943,0,0,False,True
1767357517095,jaiswal,109,0.7431376372616593,1.6832031860332697,0.8942254959914041,38,0.689700311669807,0.9727483452700841,0,0,2700,0,43.0811417841619,0,0,False,True
1767357951927,kashish,136,0.5369604646377185,0.9078723547800539,0.6423981563934282,45,0.7299220821733982,0.5966209518757726,0,1109,991,712,140.86323330389064,0,0,False,True
1767358183251,jaiswal,96,0.42308858390568926,0.5212163913827285,0.409029560294931,23,0.46253863726231154,3.9946422831275776,0,0,36696,0,72.43100878722936,0,0,False,True
1767361656761,BotUser,71,0.07115514348279839,0.04622243772448921,0.029527319960121423,3,0.6715993639673332,1.3323716058700286,0,0,17,0,188.62017910913752,0,0,False,True
1767361732063,BotUser,63,0.08087868825058601,0.03746876902216168,0.033512942806276536,3,0.6126471078263019,0.8762329476943426,0,0,25,0,188.43479477451584,0,0,False,True
1767361756479,BotUser,63,0.11016676663894508,0.06810263047162875,0.04503671292495273,2,0.5326625701551739,0.37829948395851676,0,0,1053,0,188.02199833343929,0,0,False,True
1767361845031,kashish,96,0.32742047611096287,0.4544819774265104,0.3283508550242616,38,0.7737644388653222,2.2392603493558036,0,785,233,635,82.518788898289,0,0,False,True
1767361889867,user,90,0.4062107996175651,0.7806394459252644,0.717581793696543,27,0.611828540154324,0.6053167792412631,0,0,2,0,111.45111269628663,0,0,False,True
1767361897914,kashish,143,1.1390766766815277,1.3652134418123583,1.0397853288890178,23,0.6987551020176459,0.8898220510622475,0,0,7,0,144.02691037394845,0,0,False,True
1767362134633,human,113,0.8131986623139655,1.9090936243422394,0.907306228598858,43,0.681257673153852,0.6801527415299452,0,784,407,636,129.16288302117582,0,0,False,True
1767362304817,huamn,100,0.6635729118286131,1.5856233787518723,0.7921865947098254,45,0.7136783629836345,0.9604468174581707,0,0,182,0,87.04568121909686,0,0,False,True
1767362313691,kashish,112,0.42390446091239403,0.8465741378369572,0.6836764133552414,50,0.7022356945561062,0.6242524624990152,0,867,4,481,100.30429256606062,0,0,False,True
1767362324021,kashish jaiswal,106,0.8433126693397573,1.8446960069604288,1.2774555491798623,22,0.6837220982369799,0.9593461462105963,0,0,184,0,155.38291618871972,0,0,False,True
1767362529688,kashish,114,0.47619434665784727,0.757843456438922,0.4008295551002676,34,0.6175438469681727,1.3170868130431481,0,1134,214,696,133.3763501892111,0,0,False,True
1767362558687,kashish,676,0.5436087657626267,1.28936586063895,1.012195085270823,224,0.6338771231479321,0.69046386302785,0,1614,2,588,166.69208449694213,0,0,False,True
1767362569388,kashish,190,0.7858890558920839,2.0032307334801134,1.4965966248481783,48,0.5513236321935626,0.43649855339141713,0,301,308,994,161.72399616717195,0,0,False,True
1767362930634,BotUser,63,0.07952701334779155,0.0451049552254057,0.0354104686347734,2,0.6382808283611499,1.8019958775235414,0,0,20,0,188.98219984247152,0,0,False,True
1767363250533,BotUser,61,0.09587598748604126,0.07559034917854925,0.09986086779701797,2,0.7060566263375169,1.253810518754759,0,0,12,0,188.43479477451584,0,0,False,True
1767363277766,BotUser,61,0.11014736440385871,0.06567146138717195,0.03873490622006368,0,0.5048622937886095,0.2655239466005365,0,0,1066,0,187.4717895623603,0,0,False,True
1767373985276,kashish,118,1.0521597770927853,1.8788951416208188,1.1961196622020942,28,0.6498871460002388,0.951358739684692,0,0,10355650,0,120.64141397290156,0,0,False,True
