timestamp,name,mousePointsCount,avgSpeed,speedStdDev,accelStdDev,jitterCount,angleStd,diffScore,overshootBeforeClick,hoverTime,hesitation,clickLatency,clickOffset,typingStdDev,interActionGapAvg,pageFocusLost,isChecked
1767289694905,BotUser,60,0.14979670263653333,0.13628337805100268,0.07056100426782463,6,1.266098256921686,1.6964637524200126,0,1368,18,0,43.90040853740414,0,0,False,True
1767289727084,Kashish Jaiswal,80,0.8350843295282674,2.1355364467261446,1.233340490498369,34,2.4002647546052,0.7508253014155448,0,0,26937,0,43.741712989222066,0,0,False,True
1767291684539,Kashish Jaiswal,85,0.2474323234620695,0.31143313558194,0.2568249926893452,32,1.7223609250695748,1.2943565878028496,0,0,1033,0,41.8795056945956,0,0,False,True
1767291698229,Kashish Jaiswal,84,0.24307995695971776,0.4362537875821886,0.4113889968543756,35,1.6498058464407137,6.507215216323097,0,0,423,0,38.35801653296602,0,0,False,True
1767296105859,BotUser,73,0.5412245986524327,1.2474591171208722,1.4832114084177037,10,1.156635287178612,1.779015954832792,0,767,13,0,41.72464330668189,0,0,False,False
1767296551134,Kashish Jaiswal,137,0.2638197231208249,0.27372048701794427,0.19802918037695352,35,1.29529610180246,0.8677711290650356,0,0,659,0,41.75661876839147,0,0,False,True
1767296595660,kashish,153,0.5294672139313908,0.976129868153751,0.7032176776675966,29,0.6862875778898959,0.6523295676675899,0,0,565,0,44.620046382941524,0,0,False,True
1767296620431,BotUser,62,0.1538667678721325,0.14298155680859662,0.06349297140321247,11,1.1902307699594612,1.5267738744917683,0,1334,14,0,41.72464330668189,0,0,False,True
1767297028952,Kashish Jaiswal,348,0.19900171377408338,0.3062253638293155,0.2047432779236388,166,1.735066742619646,0.7744080518793217,0,2835,350,0,41.51711425242792,0,0,False,True
1767297068700,BotUser,60,0.15815387471422696,0.14240083731634187,0.06321047698530322,10,1.2220866041007517,1.303251598808026,0,1335,16,0,43.47465782272178,0,0,False,True
1767297755431,BotUser,109,0.15457397962019231,0.12110847746292289,0.12102302032337364,29,0.9814429653988117,1.6233440420327634,0,764,16,0,43.67660553748271,0,0,False,False
1767297789143,kashish,126,0.1874916667565415,0.21817914618078607,0.19024492977925475,50,0.9026250438746862,0.9360108736352906,0,0,696,0,50.6277666203139,0,0,False,True
1767297836488,kashish,256,0.49721142831380183,0.951460786338153,0.5964846071702583,92,0.7720912086066145,1.1625598660491847,0,2082,343,0,53.257276077841965,0,0,False,True
1767298363319,BotUser,151,0.17759052258259023,0.17679675782686136,0.218901941024623,55,1.3999479241989425,0.5771611394660511,0,61,17,0,44.1457344284259,0,0,False,False
1767298390806,kashish,232,0.6170417187600289,1.217573830538157,0.8314853921810033,77,0.8701347899880452,2.6182700337911267,0,0,337,0,35.19791128855081,0,0,False,True
1767298419165,BotUser,62,0.14895944505206288,0.1358271566663856,0.06800931504493875,11,1.261911814606176,1.9172145918797956,0,1567,19,0,42.70006867878961,0,0,False,True
1767298446737,BotUser,59,0.16271022477802102,0.14696286141249945,0.07438556117888856,11,0.9909663077152379,1.580409090661569,0,1451,23,0,42.70006867878961,0,0,False,True
1767298473153,BotUser,99,0.31717493099024263,0.38055118142615785,0.30584500558956673,13,0.7308932779395304,3.124854332387402,0,768,43,0,40.750409236795626,0,0,False,False
1767298612998,BotUser,62,0.14657416335326998,0.13267316994357642,0.06342845771665753,11,1.7721624068087127,2.720072329142882,0,1431,20,0,43.47465782272178,0,0,False,True
1767298644403,kashish,369,0.4405678761925717,0.6867492513143296,0.47839062903121077,89,0.3957295503017373,0.8171276171721175,0,1101,465,0,49.4935881137602,0,0,False,True
1767334684897,BotUser,78,1.0111173057616585,3.6667332268190176,4.482012647337164,14,0.3766922545051385,2.797766555058782,0,1434,19,0,41.72464330668189,0,0,False,True
1767334709614,BotUser,63,0.15404573905657684,0.14358524529405237,0.08554101111348188,11,0.4949531928646024,2.7801374644538006,0,1418,10,0,43.67660553748271,0,0,False,True
1767334752364,BotUser,62,0.1494796557181765,0.1371997317639554,0.07042465174104993,12,0.36014238455909653,1.882840390376997,0,1350,16,0,41.95885910679597,0,0,False,True
1767334780080,BotUser,61,0.15882103570573228,0.14478088491791086,0.07506947680462786,11,0.4977513774568434,2.166861092148448,0,900,19,0,41.95885910679597,0,0,False,False
1767334803496,kashish,133,1.1892816932197636,2.4828644713365766,1.48436693563012,34,0.4063848882705,0.6207566714751429,0,0,207,0,51.3798888862644,0,0,False,True
1767334931181,BotUser,62,0.17032194037852627,0.15820404460054643,0.08791437279528791,8,0.9586940454230435,1.9565042419603083,0,883,21,0,43.90040853740414,0,0,False,False
1767335090631,kashish,416,1.2135403572573566,1.9145961382753438,1.3638546428762301,89,0.6301038332423232,2.876958952164635,0,892,240,0,42.73761966480822,0,0,False,True
1767335701157,BotUser,62,0.16673744312005687,0.15799801488039802,0.09142168295538279,6,1.0842070040609333,1.4298361357033589,0,766,17,0,42.70006867878961,0,0,False,False
1767335727822,BotUser,61,0.1762002702853267,0.1795814908679873,0.1799206537037381,8,1.1598847318983014,1.7361882809856204,0,1316,16,0,42.70006867878961,0,0,False,True
1767338292664,BotUser,72,0.21404783486871326,0.3405793010449554,0.3270070316095315,12,0.9547317403139435,1.1666787764747077,0,767,11,0,40.990192137149585,0,0,False,False
1767338319093,BotUser,60,0.034848481099682055,0.017206810253798183,0.021785688906466608,6,0.9290045741595248,2.761724292106901,0,0,15,0,40.750409236795626,0,0,False,False
1767338390196,BotUser,60,0.0685552735401932,0.049727916305242995,0.03305489081068778,7,1.1921374374925424,2.551059874739975,0,0,15,0,42.70006867878961,0,0,False,False
1767338418753,BotUser,62,0.12228155345461113,0.14483401271955898,0.18768769249806827,6,1.1575318301837163,2.574426866940721,0,0,15,0,42.92896299291972,0,0,False,False
1767338456513,BotUser,32,0.2353843573255275,0.06717252716544761,0.07730389062963318,1,0.4099379100553653,1.6728956495234646,0,0,16,0,29.98492620568803,0,0,False,False
1767338488882,BotUser,58,0.14228801869056418,0.12426640477687334,0.0729985168415575,8,1.2868617534736304,1.0073025554633048,0,849,17,0,40.750409236795626,0,0,False,True
1767338513714,BotUser,63,0.1329417616521091,0.1250936912313765,0.08103695121867543,10,1.104837535618516,2.0933351539454708,0,1532,19,0,41.95885910679597,0,0,False,True
1767338664000,BotUser,62,0.07033876109383572,0.05803412295245493,0.038520764272306676,16,1.1848638667095954,4.061795590121525,0,0,15,0,42.70006867878961,0,0,False,False
1767338721634,BotUser,61,0.0666589522966298,0.05380132853861526,0.04992622804692616,14,1.1740030311402982,2.486163448128344,0,0,16,0,40.750409236795626,0,0,False,False
1767338785900,BotUser,59,0.17024710876263963,0.1604588467177707,0.09491819936497793,8,1.0375972668730282,1.1253834299124987,0,0,15,0,40.990192137149585,0,0,False,False
1767339072779,BotUser,62,0.1513457515842922,0.08421153986919873,0.08656899890560493,2,0.3434943893423903,1.1781611118473574,0,0,15,0,40.695772154818066,0,0,False,False
1767339096200,BotUser,62,0.14846296302397113,0.12410413825367776,0.06286750047917855,2,0.5837991689506842,2.257281826112811,0,0,16,0,43.9954075271942,0,0,False,False
1767339148432,BotUser,57,0.15266976612622976,0.135750682394136,0.07229354256812386,7,1.3342657960966775,1.0736431964394844,0,0,15,0,42.70006867878961,0,0,False,False
1767339178448,BotUser,32,0.26141837130942663,0.0856237488094671,0.11211240626622213,1,0.4030280732605599,1.5863881406720555,0,0,11,0,35.80776234018324,0,0,False,False
1767339198899,BotUser,62,0.16819058874141488,0.17347705560214305,0.19352412246805342,9,1.103666295557913,1.898736577803172,0,0,15,0,41.72464330668189,0,0,False,True
1767339224728,BotUser,63,0.15685272825112073,0.1419596440308104,0.07880623384659396,5,0.7138134019025071,2.0252621178042403,0,0,21,0,42.493480284618116,0,0,False,False
1767339585097,BotUser,60,0.15216337496897064,0.135211771978038,0.07333788444430998,7,0.9353807528005582,1.7354780556087794,0,0,19,0,43.47465782272178,0,0,False,True
1767339687180,Kashish Jaiswal,93,0.21891608301824886,0.2881362669277306,0.13586188785967673,37,0.9564646139332669,5.2439667415755675,0,0,320,0,44.59678982757735,0,0,False,True
1767340378205,BotUser,62,0.15213891538374055,0.1412626847742824,0.08580362135145912,10,1.1414538475100349,1.105945373160814,0,0,18,0,45.83279761501853,0,0,False,True
1767340430104,kashish,116,0.2606461661776412,0.35177383420041214,0.22958967687108234,53,0.9727164625232856,1.5296873621572644,0,1133,213,0,44.59678982757735,0,0,False,True
1767341070864,khsk,133,0.5497217997871264,0.7625273761394281,0.47339103005736,35,0.7837409436608029,0.5867838166797139,0,901,229,0,55.69446625448863,0,0,False,True
1767345223528,BotUser,62,0.1480123462599331,0.1334673824078142,0.06250018679621018,10,1.1980302554148026,2.4922338333324983,0,0,11,0,43.689190321544736,0,0,False,True
1767345249004,kashish,194,0.6547553327972079,1.5480684268737392,0.8421355435411517,66,0.7660521694764011,1.4983147120740241,0,1972,248,0,46.824569938621174,0,0,False,True
1767345329208,BotUser,61,0.150345928918264,0.13525020232763413,0.06845061246943593,10,1.0886051984762708,2.9274655745677416,0,0,13,0,44.06750898224678,0,0,False,True
